"ID","preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
"2128","563500","4","  2.50 ","65","1155","  2.00 ","0","3","252","0","2001","0"
"2129","285000","3","  2.25 ","39","3161","  2.00 ","0","3","151","0","1987","2000"
"2130","471000","4","  2.50 ","54","894","  2.00 ","0","3","210","0","1998","2006"
"2131","500000","4","  1.75 ","52","890","  1.50 ","0","4","202","0","1965","0"
"2132","640000","3","  2.50 ","50","803","  2.00 ","0","3","193","0","1991","0"
"2133","442500","4","  2.50 ","50","1262","  2.00 ","0","3","195","0","1992","0"
"2134","213400","3","  1.50 ","27","782","  1.00 ","0","4","104","0","1963","0"
"2135","831000","4","  2.50 ","47","351","  1.50 ","0","4","147","133","1926","1993"
"2136","325000","3","  2.00 ","31","1062","  1.00 ","0","3","122","0","1986","0"
"2137","425000","2","  1.00 ","21","417","  1.00 ","0","4","82","0","1905","0"
"2138","550000","4","  2.50 ","63","459","  1.00 ","0","4","130","420","1968","0"
"2139","599950","4","  3.50 ","87","1353","  2.00 ","2","3","220","430","1991","0"
"2140","1225000","4","  2.50 ","64","1441","  2.00 ","0","3","247","0","1984","0"
"2141","750000","4","  3.25 ","48","450","  2.00 ","0","4","123","227","1987","0"
"2142","290000","4","  3.00 ","56","405","  2.00 ","0","3","215","0","1974","0"
"2143","270000","4","  2.75 ","46","653","  1.00 ","0","3","114","240","1999","0"
"2144","229950","4","  1.75 ","30","1890","  1.00 ","0","4","117","0","1969","0"
"2145","234999","3","  1.00 ","31","802","  1.00 ","0","3","120","0","1948","1994"
"2146","265000","2","  1.00 ","23","2835","  1.00 ","0","3","90","0","1960","2012"
"2147","367300","4","  2.75 ","51","1344","  2.00 ","0","3","197","0","1993","0"
"2148","550000","3","  1.75 ","32","306","  1.50 ","0","3","124","0","1900","2000"
"2149","743700","4","  2.50 ","61","2989","  2.00 ","0","3","235","0","1988","2000"
"2150","352750","2","  1.75 ","25","112","  2.00 ","0","3","86","33","2008","0"
"2151","403950","2","  1.00 ","17","102","  2.00 ","0","4","64","0","1943","0"
"2152","980000","4","  2.50 ","63","432","  1.50 ","0","5","201","167","1909","1988"
"2153","585000","4","  1.75 ","57","11861","  2.00 ","2","3","222","0","1937","1999"
"2155","546000","3","  2.50 ","36","312","  2.00 ","0","3","138","0","1998","2006"
"2156","280000","2","  1.75 ","37","14270","  1.50 ","0","2","145","0","1948","0"
"2157","212500","2","  2.00 ","24","1954","  1.00 ","0","4","93","0","1938","0"
"2159","428000","3","  2.00 ","30","230","  1.00 ","0","3","70","177","1986","0"
"2160","965000","4","  2.25 ","73","3110","  1.00 ","0","4","284","0","1981","0"
"2161","364900","3","  3.00 ","58","747","  2.00 ","0","3","225","0","1997","0"
"2162","559000","3","  1.50 ","48","485","  1.00 ","0","4","103","310","1948","0"
"2163","213000","4","  1.75 ","46","810","  1.00 ","0","2","133","167","1978","0"
"2164","620000","3","  2.50 ","60","651","  2.00 ","0","3","233","0","2004","2003"
"2165","240000","4","  1.00 ","44","1469","  1.50 ","0","3","172","0","1934","1978"
"2166","852500","3","  2.50 ","61","909","  1.00 ","0","4","142","350","1967","0"
"2167","600000","3","  2.50 ","61","7017","  2.00 ","0","3","237","0","2004","2003"
"2168","410000","3","  2.50 ","46","396","  2.00 ","0","3","176","0","2006","0"
"2169","328000","3","  1.75 ","33","4077","  2.00 ","0","3","130","0","1977","2004"
"2170","625000","3","  1.75 ","51","1458","  1.00 ","0","3","125","273","1958","2004"
"2171","649950","4","  2.50 ","55","5685","  2.00 ","0","4","212","0","1994","0"
"2172","235000","3","  1.00 ","37","1170","  1.50 ","0","3","143","0","1944","0"
"2173","489000","3","  3.50 ","35","112","  2.00 ","0","3","112","87","2004","2003"
"2174","536000","3","  2.50 ","44","560","  2.00 ","0","3","171","0","2005","0"
"2175","400000","4","  3.50 ","55","332","  2.50 ","0","3","213","0","2013","1923"
"2176","398000","3","  2.50 ","40","154","  2.00 ","0","3","112","160","2004","2003"
"2177","379000","4","  1.50 ","47","680","  1.00 ","0","4","182","0","1960","2001"
"2178","345000","2","  1.50 ","31","109","  2.00 ","0","3","101","73","2008","0"
"2179","365000","3","  2.50 ","42","243","  2.00 ","0","3","162","0","2011","0"
"2180","315000","3","  2.50 ","34","143","  2.00 ","0","3","104","110","2010","0"
"2181","571000","4","  2.00 ","64","703","  1.50 ","0","5","203","167","1916","0"
"2182","1025000","5","  4.00 ","87","2524","  2.00 ","0","3","338","0","1983","2009"
"2183","695000","3","  2.75 ","59","422","  2.00 ","0","3","229","0","2005","0"
"2184","225000","3","  1.75 ","41","2345","  1.00 ","0","3","83","280","1979","2014"
"2185","740000","3","  2.50 ","70","2281","  2.00 ","0","3","270","0","1995","0"
"2186","315000","4","  2.50 ","45","868","  2.00 ","0","4","174","0","1992","0"
"2187","1230000","4","  2.50 ","71","630","  2.00 ","0","3","274","0","2001","0"
"2188","420000","2","  1.00 ","20","349","  1.00 ","0","4","77","0","1916","0"
"2189","310000","3","  1.75 ","33","689","  1.00 ","0","4","99","107","1984","0"
"2190","700000","3","  2.00 ","48","349","  1.00 ","0","5","104","307","1954","0"
"2191","269000","3","  2.50 ","36","378","  2.00 ","0","3","140","0","2003","0"
"2192","369990","4","  2.50 ","46","642","  2.00 ","0","3","176","0","2002","0"
"2193","800000","3","  2.25 ","38","405","  2.00 ","0","4","146","0","1926","1993"
"2194","569000","5","  3.00 ","85","952","  1.00 ","0","5","185","537","1952","1998"
"2195","175000","6","  1.50 ","45","756","  1.00 ","0","3","93","300","1971","0"
"2196","440000","3","  1.50 ","30","116","  3.00 ","0","3","116","0","2000","0"
"2197","435000","5","  2.25 ","46","1372","  1.00 ","0","3","131","173","1986","0"
"2198","345000","3","  1.75 ","36","622","  1.00 ","0","4","83","207","1955","2009"
"2199","558000","4","  2.00 ","51","348","  1.00 ","0","3","92","387","1900","2005"
"2200","475000","2","  1.75 ","35","20190","  1.00 ","2","3","134","0","1983","2009"
"2201","490000","3","  2.00 ","52","925","  2.00 ","0","3","148","193","1980","0"
"2202","335000","3","  1.75 ","56","822","  1.00 ","0","4","127","340","1978","2000"
"2203","350000","2","  0.75 ","32","3934","  1.50 ","0","4","125","0","1978","2000"
"2204","100000","4","  1.00 ","26","242","  1.00 ","0","3","77","87","1939","1969"
"2205","417500","4","  1.00 ","32","972","  1.50 ","0","4","125","0","1941","1998"
"2206","253000","3","  1.75 ","47","655","  1.00 ","0","3","92","340","1962","2003"
"2207","1240000","5","  3.00 ","66","675","  2.00 ","0","3","221","123","1923","1998"
"2208","490000","4","  2.50 ","70","747","  2.00 ","0","4","272","0","1994","0"
"2209","470000","3","  1.75 ","53","1332","  1.00 ","0","3","146","223","1965","1993"
"2210","483300","4","  2.00 ","28","999","  1.00 ","0","4","109","0","1955","2009"
"2211","659000","3","  2.50 ","58","569","  2.00 ","0","3","226","0","1996","0"
"2212","480000","4","  1.75 ","54","389","  1.00 ","0","3","103","393","1910","2006"
"2213","165000","3","  1.00 ","23","594","  1.00 ","0","3","87","0","1965","1993"
"2214","659500","3","  1.75 ","42","495","  1.00 ","0","4","146","67","1957","2001"
"2216","315000","2","  1.00 ","40","326","  1.00 ","0","4","86","263","1924","0"
"2217","250000","3","  1.75 ","37","680","  1.00 ","0","3","102","153","1984","0"
"2219","380000","4","  1.50 ","39","1001","  1.00 ","0","3","102","183","1959","1989"
"2220","499000","2","  1.00 ","28","270","  1.00 ","0","3","83","100","1926","2003"
"2221","285000","2","  2.00 ","38","1638","  1.00 ","0","3","149","0","1946","0"
"2222","183000","3","  1.75 ","31","828","  1.00 ","0","4","120","0","1973","0"
"2223","1070000","3","  3.00 ","68","416","  2.00 ","0","4","201","237","1988","0"
"2224","429000","3","  3.25 ","33","112","  3.00 ","0","3","127","0","2005","0"
"2225","403000","2","  1.00 ","26","324","  1.00 ","0","4","99","0","1926","1993"
"2226","375500","3","  1.50 ","36","648","  1.00 ","0","3","138","0","1975","0"
"2227","1795000","5","  3.25 ","122","1551","  2.00 ","1","3","361","420","1977","2003"
"2228","516200","3","  2.00 ","49","464","  1.00 ","0","5","97","343","1919","1934"
"2229","385000","4","  1.75 ","40","788","  1.00 ","0","3","77","287","1971","0"
"2231","375000","4","  2.50 ","51","848","  2.00 ","0","3","199","0","1999","0"
"2232","650000","4","  2.25 ","59","876","  2.00 ","0","4","230","0","1973","0"
"2233","306888","2","  1.50 ","23","695","  2.00 ","0","3","91","0","1981","2013"
"2234","870000","4","  2.50 ","78","1102","  2.00 ","1","3","222","290","1998","2006"
"2237","366000","3","  1.75 ","35","776","  1.00 ","0","3","137","0","1976","0"
"2238","429950","3","  1.50 ","47","853","  1.00 ","0","3","141","147","1951","1994"
"2239","710000","3","  3.50 ","57","308","  2.00 ","0","3","179","150","2000","0"
"2240","895000","5","  2.50 ","59","1879","  1.00 ","0","4","145","313","1953","1983"
"2241","149500","3","  1.00 ","23","851","  1.00 ","0","4","91","0","1959","0"
"2242","310000","3","  2.50 ","41","609","  1.00 ","0","3","111","183","1990","2009"
"2243","555000","3","  2.00 ","51","448","  1.50 ","2","4","151","167","1930","0"
"2244","750000","5","  3.25 ","64","675","  2.00 ","1","3","194","200","1937","1997"
"2245","745000","4","  3.25 ","81","632","  2.00 ","0","3","314","0","2006","0"
"2246","695000","3","  2.50 ","59","4073","  2.00 ","0","3","230","0","2001","0"
"2247","433000","3","  1.75 ","43","647","  1.00 ","0","3","114","200","1959","1989"
"2248","307000","4","  1.00 ","27","737","  1.50 ","0","3","104","0","1947","2012"
"2249","655275","3","  1.75 ","48","1067","  1.00 ","0","3","131","197","1962","2003"
"2251","1180000","5","  3.75 ","84","540","  1.50 ","0","3","222","387","2004","2003"
"2253","360000","4","  2.00 ","38","934","  1.00 ","0","5","147","0","1968","0"
"2254","566000","4","  1.75 ","57","450","  1.00 ","0","3","121","367","1954","2005"
"2255","700000","5","  2.75 ","72","884","  2.00 ","2","4","279","0","1950","1982"
"2258","749000","3","  1.00 ","37","450","  1.50 ","0","3","142","0","1926","2003"
"2259","680000","3","  1.75 ","41","756","  1.00 ","0","4","131","100","1960","2001"
"2260","400000","4","  2.50 ","59","681","  1.00 ","0","3","130","363","1978","0"
"2261","608000","4","  2.75 ","58","874","  1.00 ","0","4","126","363","1983","0"
"2262","589900","4","  4.50 ","90","3230","  2.00 ","0","3","228","447","2001","0"
"2263","480000","5","  2.50 ","63","855","  1.00 ","2","4","168","287","1975","0"
"2264","1059500","5","  3.25 ","75","344","  2.00 ","0","3","223","250","2014","0"
"2266","695000","4","  3.50 ","82","843","  2.00 ","0","3","316","0","2001","0"
"2267","899900","4","  2.50 ","60","352","  2.00 ","0","3","232","0","2013","1923"
"2268","499950","2","  2.25 ","25","109","  2.00 ","0","3","85","40","2005","0"
"2269","533112","4","  2.75 ","65","797","  2.00 ","0","3","251","0","2013","1923"
"2270","303210","4","  2.50 ","47","450","  2.00 ","0","3","181","0","2014","0"
"2271","525000","5","  2.75 ","67","753","  2.00 ","0","3","259","0","2006","0"
"2273","850830","3","  2.50 ","48","1192","  1.50 ","0","5","114","267","1910","0"
"2274","371500","3","  2.00 ","32","750","  1.00 ","0","5","123","0","1964","0"
"2275","522000","3","  1.75 ","40","756","  1.00 ","0","4","126","110","1980","0"
"2276","588000","4","  2.00 ","39","450","  1.00 ","0","3","88","233","1950","2005"
"2277","276900","2","  1.00 ","31","909","  1.00 ","2","4","122","0","1952","0"
"2278","248000","5","  1.50 ","35","817","  1.00 ","0","4","136","0","1959","0"
"2279","280000","3","  2.50 ","43","595","  2.00 ","0","3","167","0","1989","0"
"2280","495000","6","  5.00 ","80","405","  2.00 ","0","3","295","53","2007","0"
"2281","665000","6","  3.00 ","99","396","  2.50 ","0","4","272","410","1902","0"
"2282","290300","2","  1.00 ","20","349","  1.00 ","0","4","77","0","1931","0"
"2283","527000","2","  1.75 ","38","367","  1.00 ","0","3","76","267","1921","2000"
"2284","487028","2","  1.50 ","30","98","  2.00 ","0","3","99","63","2007","0"
"2285","325000","3","  1.75 ","42","2468","  1.00 ","0","3","102","220","1978","0"
"2286","799000","3","  1.50 ","51","567","  1.50 ","0","5","199","0","1916","0"
"2287","7062500","5","  4.50 ","233","3359","  2.00 ","2","3","691","787","1940","2001"
"2289","262500","3","  1.50 ","27","802","  1.00 ","0","3","104","0","1962","2003"
"2290","560200","3","  2.50 ","46","359","  2.00 ","0","3","179","0","2004","2003"
"2291","220000","3","  1.00 ","24","567","  1.00 ","0","3","95","0","1942","1999"
"2292","650000","2","  1.00 ","24","518","  1.00 ","0","5","93","0","1928","1970"
"2294","800000","4","  3.75 ","62","360","  2.00 ","3","4","191","190","1909","1989"
"2295","1010000","4","  2.50 ","87","2630","  2.00 ","0","3","338","0","1987","2000"
"2296","200000","2","  1.00 ","16","423","  1.00 ","0","5","63","0","1953","0"
"2297","295000","5","  3.50 ","49","460","  2.00 ","0","3","127","230","1999","0"
"2298","580379","4","  2.75 ","52","2504","  1.50 ","0","4","202","0","1976","1992"
"2299","875000","4","  2.50 ","81","2890","  2.00 ","0","3","312","0","1995","0"
"2300","515000","3","  2.50 ","78","1763","  2.00 ","0","3","288","57","1951","1994"
"2301","599000","4","  2.50 ","65","20778","  2.00 ","0","3","251","0","1989","0"
"2302","285000","3","  2.50 ","43","365","  2.00 ","0","3","168","0","2005","0"
"2303","290000","3","  1.75 ","35","1358","  1.00 ","0","4","137","0","1968","0"
"2304","355000","1","  1.75 ","17","1831","  1.00 ","0","4","50","67","1946","1989"
"2305","381000","3","  1.50 ","34","1027","  1.00 ","0","3","131","0","1954","2005"
"2308","1085000","5","  2.50 ","54","540","  2.00 ","0","4","211","0","1922","0"
"2309","371000","3","  1.00 ","21","648","  1.00 ","0","3","80","0","1951","1994"
"2310","514000","3","  1.75 ","40","531","  1.00 ","1","3","110","167","1986","0"
"2311","386000","3","  1.50 ","30","119","  2.00 ","0","3","97","63","2004","2003"
"2312","464000","4","  2.50 ","51","648","  2.00 ","0","4","196","0","1989","0"
"2313","335000","4","  2.25 ","47","1215","  1.00 ","0","3","111","267","1963","2008"
"2315","465000","4","  1.75 ","34","482","  1.00 ","0","3","88","163","1955","2005"
"2316","700000","3","  2.75 ","58","664","  1.00 ","0","5","125","370","1948","1985"
"2317","785000","3","  3.50 ","105","1968","  2.00 ","0","3","405","0","2004","2003"
"2318","350000","3","  3.25 ","34","143","  2.00 ","0","3","102","110","2006","0"
"2319","148000","1","  1.00 ","14","743","  1.00 ","0","3","56","0","1939","1969"
"2320","530000","3","  1.75 ","36","331","  1.00 ","0","3","95","167","1927","2011"
"2321","349000","3","  2.50 ","33","90","  3.00 ","0","3","129","0","2002","0"
"2323","330000","3","  2.50 ","51","680","  2.00 ","0","3","199","0","1989","0"
"2324","735000","4","  1.75 ","57","459","  1.50 ","0","5","131","337","1909","1988"
"2325","545000","3","  2.50 ","51","1412","  1.00 ","0","4","167","110","1979","0"
"2326","214950","3","  1.75 ","36","439","  1.00 ","0","4","118","87","1977","0"
"2327","657500","4","  2.75 ","96","2177","  2.00 ","0","3","373","0","2002","0"
"2328","476000","3","  1.00 ","26","495","  1.50 ","0","4","103","0","1908","0"
"2329","2888000","5","  6.25 ","201","5763","  2.00 ","4","3","551","850","1965","2003"
"2330","110000","2","  1.00 ","19","1350","  1.00 ","0","3","72","0","1927","2011"
"2331","292000","4","  2.75 ","56","692","  2.00 ","0","3","217","0","2006","0"
"2333","455000","4","  2.50 ","74","962","  2.00 ","2","3","285","0","2001","0"
"2334","1365000","5","  3.50 ","98","1553","  2.00 ","3","3","379","0","1995","0"
"2335","460000","3","  2.00 ","48","399","  1.00 ","0","3","93","343","1929","0"
"2336","405000","3","  2.00 ","38","648","  1.00 ","0","3","148","0","1948","1994"
"2337","333000","2","  1.00 ","17","602","  1.00 ","0","3","65","0","1942","1999"
"2339","742000","4","  2.50 ","65","989","  2.00 ","0","3","253","0","1997","0"
"2340","465000","4","  2.50 ","49","873","  1.00 ","0","5","119","257","1965","0"
"2341","809950","4","  2.50 ","76","556","  2.00 ","0","3","295","0","2001","0"
"2342","619400","4","  2.00 ","49","325","  1.50 ","0","5","161","100","1927","0"
"2343","762400","3","  1.75 ","56","1315","  1.00 ","1","3","111","400","1949","1970"
"2345","881000","5","  3.00 ","58","371","  1.50 ","3","5","143","307","1925","0"
"2346","813000","4","  2.75 ","78","601","  1.00 ","3","4","173","483","1948","0"
"2347","234000","3","  2.00 ","38","475","  1.50 ","0","5","148","0","1910","0"
"2348","308900","3","  2.50 ","52","656","  2.00 ","0","3","203","0","1994","0"
"2349","450000","4","  2.50 ","53","1733","  1.00 ","0","4","207","0","1955","2009"
"2350","547500","3","  3.50 ","38","204","  3.00 ","0","3","149","0","2010","0"
"2351","399950","2","  1.00 ","17","102","  2.00 ","0","4","64","0","1943","0"
"2352","516000","4","  3.50 ","59","783","  2.00 ","0","3","230","0","2007","0"
"2353","250000","2","  1.50 ","23","76","  2.00 ","0","3","73","59","2006","0"
"2355","415000","4","  2.50 ","59","405","  2.00 ","0","3","230","0","2009","0"
"2356","545000","2","  1.25 ","29","194","  2.00 ","0","3","112","0","2014","0"
"2358","1325000","5","  2.25 ","74","1814","  1.00 ","0","3","144","533","1965","1993"
"2359","784000","3","  3.50 ","92","9997","  1.50 ","0","3","221","497","1989","0"
"2360","610750","4","  2.25 ","51","657","  2.00 ","0","3","196","0","1984","0"
"2361","578000","4","  2.50 ","73","830","  1.00 ","2","5","159","457","1966","0"
"2362","1485000","4","  3.75 ","94","972","  2.00 ","0","3","363","0","2006","0"
"2363","501000","3","  1.75 ","46","717","  1.00 ","3","5","123","200","1976","0"
"2364","465250","5","  2.00 ","45","688","  1.50 ","0","3","175","0","1957","2000"
"2365","2250000","5","  4.25 ","113","851","  1.50 ","1","5","279","587","1905","0"
"2366","1095000","0","0","71","429","  3.50 ","2","3","276","0","1990","2009"
"2367","315000","2","  1.00 ","23","510","  1.00 ","0","4","87","0","1908","0"
"2368","900000","4","  2.25 ","57","3999","  1.00 ","0","4","221","0","1957","2001"
"2369","789500","4","  2.50 ","70","549","  2.00 ","0","3","271","0","2005","0"
"2370","678500","3","  2.00 ","57","594","  1.00 ","2","4","123","363","1952","0"
"2371","342500","3","  2.00 ","48","1024","  1.00 ","0","3","187","0","2002","0"
"2372","860000","4","  3.25 ","92","631","  2.00 ","0","3","356","0","2005","0"
"2373","306000","4","  2.50 ","58","731","  2.00 ","0","3","224","0","2001","0"
"2374","580000","5","  2.00 ","48","540","  2.00 ","0","3","185","0","1903","2005"
"2375","405000","3","  1.00 ","31","1411","  1.00 ","0","3","81","143","1984","0"
"2376","510000","3","  1.75 ","37","1728","  1.00 ","0","4","144","0","1967","0"
"2377","173000","2","  1.00 ","19","941","  1.00 ","0","4","74","0","1965","0"
"2378","210000","4","  1.75 ","28","691","  1.00 ","0","3","108","0","1968","1997"
"2379","445000","3","  1.00 ","24","510","  1.00 ","0","4","82","47","1947","1988"
"2381","381000","3","  1.75 ","42","540","  1.00 ","0","5","81","300","1950","0"
"2382","890000","3","  2.25 ","48","778","  1.00 ","0","4","185","0","1966","0"
"2383","235000","3","  1.75 ","43","873","  1.00 ","0","4","135","113","1985","0"
"2385","575000","2","  1.00 ","35","363","  1.50 ","0","3","118","67","1935","1974"
"2386","350000","4","  2.25 ","53","414","  1.50 ","0","4","121","320","1904","0"
"2388","599000","5","  2.75 ","66","415","  1.00 ","0","3","131","457","1967","2011"
"2389","210000","4","  1.50 ","26","706","  1.00 ","0","4","102","0","1970","0"
"2391","545000","3","  1.00 ","35","450","  1.50 ","0","3","136","0","1909","2004"
"2392","299995","3","  2.50 ","46","675","  2.00 ","0","3","177","0","1988","2000"
"2393","440000","3","  1.00 ","28","518","  1.50 ","0","4","109","0","1910","0"
"2394","699000","4","  2.50 ","76","2470","  2.00 ","0","3","295","0","1996","0"
"2395","795000","3","  2.00 ","56","1607","  1.00 ","1","5","135","307","1979","0"
"2396","445000","5","  1.75 ","57","616","  1.50 ","0","5","121","373","1911","1984"
"2397","397990","3","  1.00 ","27","1068","  1.00 ","0","4","106","0","1948","0"
"2399","363000","3","  3.25 ","38","160","  2.00 ","0","3","121","103","2008","0"
"2400","850000","4","  2.25 ","49","1066","  2.00 ","0","4","192","0","1972","0"
"2401","620000","2","  1.00 ","33","270","  1.50 ","0","3","117","43","1929","0"
"2402","1228000","4","  2.50 ","133","4045","  2.00 ","4","3","385","483","1991","0"
"2403","333000","4","  2.50 ","44","832","  1.00 ","0","4","172","0","1963","0"
"2404","743000","3","  1.75 ","49","1013","  1.00 ","0","4","190","0","1961","2001"
"2405","448000","2","  1.50 ","38","340","  1.00 ","0","4","80","247","1940","2001"
"2406","485000","4","  2.50 ","57","3157","  2.00 ","0","3","222","0","1989","0"
"2407","489950","4","  2.25 ","61","2875","  1.00 ","0","4","238","0","1986","0"
"2408","498500","5","  2.75 ","69","668","  2.00 ","0","3","269","0","1996","0"
"2409","531000","3","  2.50 ","49","876","  2.00 ","0","3","191","0","1988","2000"
"2410","670000","3","  2.50 ","48","578","  1.00 ","3","3","156","107","1956","2001"
"2411","310000","5","  3.00 ","44","450","  1.00 ","0","3","99","260","1997","0"
"2412","835000","3","  3.00 ","65","1127","  2.00 ","4","4","144","397","1977","0"
"2413","1688000","4","  2.50 ","70","675","  2.00 ","0","3","270","0","1937","1994"
"2414","495000","4","  2.50 ","50","652","  2.00 ","0","3","193","0","2003","0"
"2415","495000","3","  2.00 ","41","837","  1.00 ","0","4","159","0","1955","2009"
"2416","440000","3","  1.00 ","40","590","  1.50 ","0","4","108","170","1926","1993"
"2417","280000","1","  0.75 ","10","605","  1.00 ","0","3","38","0","1922","2008"
"2418","1070000","4","  2.50 ","76","3190","  2.00 ","0","3","294","0","1989","0"
"2419","1034500","4","  2.50 ","55","977","  2.00 ","0","3","213","0","2003","0"
"2420","248000","4","  2.50 ","41","527","  2.00 ","0","3","159","0","2003","0"
"2421","294000","4","  2.50 ","51","762","  1.00 ","0","3","134","240","1990","2009"
"2422","561000","3","  2.25 ","40","373","  2.00 ","0","3","154","0","2004","2003"
"2423","656500","4","  2.00 ","63","428","  1.00 ","0","4","131","417","1919","1985"
"2424","660000","3","  3.00 ","54","267","  2.00 ","0","5","194","60","1925","0"
"2425","370000","2","  1.00 ","28","1545","  1.00 ","0","4","110","0","1947","1988"
"2426","349950","3","  1.00 ","25","857","  1.00 ","0","3","95","0","1966","1963"
"2427","223000","2","  1.00 ","21","888","  1.00 ","0","3","82","0","1957","2000"
"2428","560000","4","  1.75 ","44","349","  1.50 ","0","4","98","263","1944","0"
"2429","594000","4","  1.75 ","43","468","  2.00 ","0","4","108","223","1937","0"
"2430","600000","3","  2.25 ","34","486","  2.00 ","0","4","133","0","1914","1945"
"2431","315000","3","  2.50 ","44","630","  2.00 ","0","3","169","0","1993","0"
"2432","430000","4","  1.75 ","44","540","  1.00 ","0","4","100","260","1947","1988"
"2433","440000","3","  2.75 ","36","665","  1.00 ","0","5","93","177","1972","0"
"2434","312500","2","  1.50 ","25","108","  2.00 ","0","3","96","0","1999","0"
"2435","1240000","5","  4.00 ","102","1294","  2.00 ","0","3","397","0","2006","0"
"2436","300000","3","  3.25 ","34","111","  2.00 ","0","3","106","97","2008","0"
"2437","680000","3","  2.50 ","60","324","  2.50 ","0","3","231","0","2007","0"
"2439","822500","5","  3.50 ","54","446","  2.00 ","0","5","155","200","1926","0"
"2440","589000","4","  3.00 ","57","864","  2.00 ","0","5","220","0","1961","0"
"2441","863000","4","  2.50 ","96","2013","  2.00 ","0","3","371","0","1997","0"
"2442","210000","2","  1.75 ","33","511","  1.00 ","0","4","130","0","1978","2000"
"2444","1125000","6","  3.75 ","70","392","  2.00 ","0","3","180","337","2014","0"
"2445","285000","3","  1.75 ","43","774","  1.00 ","0","3","83","307","1905","2014"
"2446","230000","2","  1.00 ","22","680","  1.00 ","0","3","84","0","1986","0"
"2447","845000","4","  2.75 ","95","10389","  2.00 ","0","3","366","0","2002","0"
"2448","350000","3","  1.75 ","42","859","  1.00 ","0","3","111","197","1976","0"
"2450","370000","2","  1.00 ","21","414","  1.00 ","0","3","81","0","1951","1994"
"2451","810000","3","  1.75 ","46","1215","  1.00 ","2","4","119","220","1952","0"
"2452","440000","4","  2.25 ","47","682","  1.00 ","0","3","110","263","1974","0"
"2453","1030000","4","  2.50 ","64","432","  2.00 ","0","3","176","263","1905","2005"
"2454","775000","4","  2.00 ","73","979","  1.00 ","1","3","175","400","1939","1969"
"2455","1335000","5","  2.25 ","98","522","  2.50 ","0","4","262","430","1906","1990"
"2456","235000","3","  1.75 ","44","769","  1.00 ","0","3","86","317","1980","0"
"2457","499950","3","  1.00 ","43","270","  1.50 ","0","3","129","133","1926","2003"
"2459","300000","4","  2.50 ","63","973","  1.00 ","0","4","140","380","1966","0"
"2460","205000","3","  1.00 ","30","591","  1.00 ","0","5","116","0","1976","0"
"2461","435000","3","  1.75 ","35","736","  1.00 ","0","3","135","0","1997","0"
"2462","697000","4","  2.75 ","85","4352","  1.50 ","0","4","329","0","1978","2000"
"2463","153000","3","  1.00 ","30","576","  1.50 ","0","3","114","0","1944","0"
"2464","454000","4","  2.25 ","61","3510","  2.00 ","0","3","237","0","1979","2014"
"2465","345000","2","  1.50 ","42","2395","  1.00 ","0","5","112","187","1987","0"
"2466","585000","3","  1.00 ","43","253","  1.50 ","0","4","142","97","1927","0"
"2467","380000","4","  2.50 ","59","573","  2.00 ","0","3","168","223","2000","0"
"2468","250600","4","  2.50 ","45","779","  1.00 ","0","3","101","270","1981","2013"
"2469","890000","4","  2.25 ","64","1215","  2.00 ","0","3","249","0","1974","0"
"2470","370000","4","  2.50 ","52","480","  2.00 ","0","3","200","0","2001","0"
"2471","369500","3","  1.50 ","38","896","  1.00 ","0","4","99","183","1961","2001"
"2473","950000","4","  2.50 ","88","3157","  2.00 ","0","3","339","0","1989","0"
"2474","615000","3","  1.75 ","55","1874","  1.00 ","0","4","162","183","1978","2000"
"2475","305000","3","  1.50 ","28","472","  1.00 ","0","4","55","200","1983","0"
"2476","590000","4","  2.50 ","47","717","  2.00 ","0","4","181","0","1989","0"
"2477","485000","3","  2.50 ","37","546","  2.00 ","0","3","142","0","1985","0"
"2478","215000","2","  1.00 ","17","648","  1.00 ","0","3","64","0","1943","2002"
"2480","324900","4","  2.50 ","44","717","  2.00 ","0","3","169","0","2000","0"
"2481","849900","2","  2.00 ","53","57708","  2.00 ","0","3","205","0","1990","2009"
"2482","975000","5","  2.75 ","72","901","  1.00 ","2","4","149","480","1973","0"
"2484","459950","3","  1.75 ","43","618","  1.00 ","2","5","99","250","1919","1934"
"2485","325000","3","  2.50 ","48","750","  2.00 ","0","3","186","0","1997","0"
"2486","513000","4","  2.75 ","47","636","  1.00 ","0","5","91","337","1958","0"
"2487","475000","3","  2.25 ","37","1096","  1.00 ","0","3","108","127","1981","2013"
"2488","419000","4","  2.50 ","62","715","  2.00 ","0","3","242","0","1993","0"
"2489","760000","4","  2.50 ","56","926","  1.00 ","4","3","153","240","1958","2004"
"2490","1120000","5","  1.50 ","59","599","  2.00 ","3","4","211","67","1954","1979"
"2491","129000","2","  1.00 ","27","2717","  1.00 ","0","3","104","0","1950","2005"
"2492","725000","5","  2.50 ","75","1080","  1.00 ","0","4","165","460","1968","0"
"2493","580000","3","  2.50 ","47","416","  2.00 ","0","3","184","0","1992","0"
"2494","385000","3","  2.25 ","45","435","  1.00 ","0","4","95","287","1921","0"
"2495","265000","4","  1.75 ","44","953","  1.00 ","0","5","171","0","1958","0"
"2496","1735000","3","  2.50 ","100","2888","  1.50 ","4","5","226","600","1982","0"
